id,mood_id,song_id
329,59,513
330,60,514
331,60,515
332,60,516
333,60,517
334,60,518
335,60,519
336,60,520
337,60,521
338,60,522
339,60,523
340,61,524
341,61,525
342,61,526
343,61,527
344,61,528
345,61,529
346,61,531
347,61,532
348,61,533
349,62,539
350,63,543
351,63,546
352,63,547
353,63,549
354,63,550
355,64,551
356,64,552
357,64,554
358,64,555
359,64,556
360,64,557
361,64,558
362,65,564
363,65,565
364,66,570
365,66,573
366,66,574
367,66,575
368,66,576
369,66,577
370,66,578
371,67,580
372,67,581
373,67,583
374,67,584
375,67,585
376,67,586
377,67,587
378,67,588
379,68,597
380,69,601
381,69,604
382,69,605
383,69,606
384,70,609
385,70,611
386,70,612
387,70,613
388,70,614
389,70,615
390,70,616
391,70,617
392,71,618
393,71,619
394,71,623
395,71,624
396,72,627
397,72,628
398,72,629
399,72,630
400,74,644
401,74,645
402,74,648
403,74,650
404,75,651
405,75,655
406,75,656
407,75,659
408,76,660
409,76,661
410,76,662
411,76,663
412,76,665
413,76,666
414,76,667
415,76,668
416,76,669
417,77,676
418,79,695
419,79,696
420,79,698
421,79,699
422,80,706
423,80,707
424,81,711
425,82,717
426,82,718
427,82,720
428,82,721
429,82,722
430,83,727
431,83,729
432,83,730
433,84,742
434,84,743
435,85,744
436,86,757
437,86,758
438,86,759
439,86,760
440,86,761
441,86,762
442,86,763
443,87,764
444,87,765
445,87,766
446,87,768
447,87,769
448,87,770
449,87,771
450,87,772
451,87,773
452,88,782
453,89,787
454,89,790
455,89,792
456,89,793
457,90,795
458,90,796
459,90,797
460,90,798
461,90,799
462,90,800
463,90,802
464,91,807
465,91,809
466,92,820
467,93,830
468,94,834
469,94,835
470,94,836
471,94,837
472,94,838
473,96,845
474,96,846
475,96,847
476,97,855
477,97,856
478,97,857
479,97,859
480,97,860
481,97,861
482,97,862
483,99,874
484,99,878
485,100,883
486,100,885
487,101,888
488,101,889
489,101,890
490,101,891
491,101,893
492,102,899
493,102,900
494,102,901
495,102,902
496,102,903
497,103,909
498,104,915
499,104,920
500,105,922
501,105,926
502,105,927
503,106,936
504,106,938
505,106,939
506,106,941
507,109,967
508,111,981
509,111,982
510,111,984
511,111,985
512,111,986
513,111,987
514,111,989
515,112,992
516,112,993
517,112,996
518,112,997
519,112,999
520,114,1013
521,114,1015
522,114,1017
523,115,1028
524,115,1029
525,116,1030
526,116,1033
527,116,1035
528,118,1052
529,119,1058
530,119,1060
531,119,1061
532,119,1062
533,119,1064
534,119,1065
535,119,1066
536,119,1067
537,120,1074
538,120,1075
539,120,1076
540,120,1077
541,121,1081
542,121,1082
543,121,1085
544,121,1086
545,121,1087
546,125,1125
547,126,1127
548,126,1128
549,126,1129
550,126,1130
551,126,1131
552,126,1132
553,126,1133
554,126,1134
555,126,1135
556,127,1140
557,127,1141
558,127,1142
559,127,1143
560,127,1144
561,128,1146
562,128,1147
563,128,1148
564,128,1149
565,128,1150
566,128,1151
567,128,1152
568,128,1153
569,128,1154
570,129,1155
571,129,1156
572,129,1157
573,129,1158
574,129,1159
575,129,1160
576,129,1161
577,129,1162
578,129,1164
579,130,1171
580,130,1172
581,131,1175
582,131,1176
583,131,1177
584,131,1178
585,131,1179
586,131,1180
587,131,1181
588,131,1182
589,133,1199
590,133,1200
591,133,1202
592,135,1213
593,135,1214
594,135,1215
595,135,1216
596,135,1218
597,135,1219
598,135,1220
599,135,1221
600,135,1222
601,136,1226
602,136,1228
603,136,1231
604,137,1240
605,137,1241
606,138,1249
607,139,1253
608,139,1258
609,139,1259
610,139,1260
611,141,1273
612,141,1280
613,142,1287
614,142,1289
615,142,1290
616,143,1291
617,143,1292
618,143,1294
619,143,1295
620,143,1296
621,143,1297
622,143,1298
623,143,1299
624,144,1303
625,144,1304
626,144,1305
627,144,1307
628,144,1308
629,144,1309
630,145,1314
631,145,1316
632,145,1317
633,145,1318
634,149,1353
635,149,1354
636,149,1355
637,149,1359
638,150,1362
639,150,1364
640,150,1365
641,150,1366
642,150,1367
643,150,1368
644,150,1369
645,152,1386
646,153,1390
647,153,1392
648,153,1395
649,156,1410
650,156,1411
651,158,1429
652,159,1436
653,159,1437
654,160,1445
655,160,1446
656,160,1447
657,161,1450
658,161,1451
659,161,1452
660,161,1453
661,161,1454
662,161,1455
663,161,1456
664,161,1457
665,162,1459
666,162,1462
667,162,1464
668,162,1465
669,163,1467
670,163,1468
671,163,1469
672,163,1470
673,163,1471
674,163,1472
675,163,1473
676,163,1474
677,163,1475
678,163,1476
679,164,1479
680,167,1509
681,167,1511
682,167,1513
683,167,1514
684,168,1516
685,168,1517
686,170,1522
687,171,1533
688,172,1538
689,173,1542
690,174,1551
691,174,1555
692,174,1556
693,174,1557
694,174,1558
695,175,1563
696,175,1567
697,175,1568
698,176,1574
699,176,1575
700,176,1576
701,176,1577
702,176,1578
703,177,1579
704,177,1582
705,177,1583
706,177,1586
707,178,1595
708,180,1607
709,180,1608
710,180,1609
711,180,1610
712,180,1611
713,180,1612
714,180,1613
715,182,1627
716,182,1631
717,182,1632
718,183,1641
719,183,1642
720,183,1643
721,184,1644
722,184,1645
723,184,1646
724,184,1647
725,184,1648
726,184,1649
727,184,1650
728,184,1651
729,184,1652
730,184,1653
731,185,1658
732,185,1659
733,185,1660
734,186,1661
735,186,1662
736,186,1663
737,186,1667
738,186,1668
739,186,1669
740,187,1678
741,187,1679
742,189,1691
743,189,1693
744,189,1694
745,189,1695
746,189,1696
747,189,1697
748,189,1698
749,189,1699
750,189,1700
751,191,1714
752,191,1715
753,192,1716
754,192,1717
755,192,1718
756,192,1719
757,192,1720
758,192,1721
759,192,1722
760,192,1723
761,193,1726
762,194,1730
763,194,1731
764,194,1732
765,194,1733
766,194,1734
767,194,1735
768,194,1736
769,195,1745
770,196,1747
771,196,1748
772,196,1749
773,196,1750
774,196,1751
775,196,1752
776,196,1753
777,196,1754
778,196,1755
779,197,1764
780,197,1765
781,199,1779
782,200,1789
783,200,1791
784,201,1796
785,201,1801
786,201,1803
787,202,1806
788,202,1807
789,202,1809
790,202,1810
791,202,1811
792,202,1812
793,202,1813
794,202,1814
795,202,1815
796,203,1819
797,205,1832
798,205,1833
799,205,1834
800,205,1835
801,205,1836
802,205,1837
803,206,1838
804,206,1839
805,206,1840
806,206,1841
807,206,1842
808,206,1843
809,206,1844
810,206,1845
811,206,1846
812,206,1847
813,207,1848
814,207,1850
815,207,1851
816,207,1852
817,207,1853
818,207,1854
819,209,1865
820,209,1866
821,209,1867
822,209,1868
823,209,1869
824,209,1870
825,209,1871
826,209,1872
827,209,1873
828,209,1874
829,211,1885
830,211,1888
831,211,1893
832,213,1911
833,215,1925
834,215,1926
835,215,1928
836,215,1929
837,215,1930
838,215,1931
839,215,1932
840,215,1933
841,216,1938
842,216,1940
843,216,1941
844,219,1966
845,219,1967
846,219,1968
847,219,1969
848,220,1975
849,221,1984
850,222,1992
851,222,1993
852,222,1994
853,224,2005
854,224,2007
855,224,2008
856,224,2009
857,224,2010
858,224,2011
859,224,2012
860,224,2013
861,224,2014
862,226,2025
863,226,2026
864,226,2027
865,226,2028
866,226,2029
867,226,2030
868,226,2031
869,226,2032
870,226,2033
871,226,2034
872,227,2042
873,228,2047
874,228,2048
875,229,2050
876,229,2051
877,229,2052
878,229,2053
879,229,2054
880,229,2055
881,229,2056
882,229,2057
883,230,2059
884,230,2061
885,230,2062
886,230,2065
887,230,2066
888,230,2068
889,231,2077
890,231,2078
891,232,2081
892,232,2082
893,232,2083
894,232,2085
895,232,2087
896,233,2092
897,233,2093
898,233,2095
899,233,2096
900,233,2097
901,235,2110
902,235,2112
903,235,2114
904,237,2128
905,237,2131
906,237,2132
907,237,2133
908,238,2139
909,238,2140
910,238,2141
911,238,2143
912,238,2144
913,239,2145
914,239,2146
915,239,2147
916,239,2148
917,239,2149
918,239,2150
919,239,2151
920,239,2153
921,240,2156
922,240,2157
923,240,2158
924,240,2159
925,240,2160
926,240,2161
927,240,2162
928,240,2163
929,240,2164
930,241,2166
931,241,2169
932,242,2175
933,242,2176
934,242,2177
935,242,2178
936,243,2181
937,243,2183
938,243,2184
939,243,2185
940,243,2186
941,243,2187
942,243,2188
943,244,2190
944,244,2192
945,244,2193
946,244,2195
947,245,2206
948,245,2207
949,245,2208
950,247,2219
951,247,2220
952,247,2222
953,247,2223
954,247,2224
955,247,2225
956,247,2227
957,247,2228
958,250,2253
959,251,2266
960,251,2267
961,251,2268
962,255,2303
963,256,2310
964,256,2311
965,256,2313
966,256,2314
967,256,2315
968,256,2316
969,257,2325
970,257,2326
971,258,2327
972,258,2329
973,258,2330
974,258,2331
975,259,2344
976,259,2345
977,259,2346
978,260,2355
979,261,2361
980,261,2362
981,261,2363
982,261,2364
983,261,2365
984,262,2374
985,264,2388
986,264,2391
987,264,2393
988,264,2394
989,265,2404
990,266,2410
991,268,2425
992,271,2460
993,271,2461
994,271,2462
995,271,2463
996,271,2464
997,272,2469
998,272,2470
999,272,2473
1000,272,2474
1001,274,2485
1002,274,2488
1003,274,2489
1004,274,2490
1005,274,2491
1006,274,2492
1007,276,2500
1008,276,2501
1009,276,2502
1010,276,2503
1011,276,2504
1012,276,2505
1013,276,2506
1014,276,2507
1015,276,2509
1016,277,2510
1017,277,2511
1018,277,2512
1019,277,2513
1020,277,2514
1021,277,2515
1022,277,2516
1023,277,2517
1024,277,2518
1025,277,2519
1026,278,2520
1027,278,2525
1028,278,2526
1029,278,2527
1030,278,2528
1031,279,2530
1032,279,2533
1033,279,2535
1034,279,2536
1035,279,2538
1036,280,2539
1037,280,2543
1038,280,2544
1039,280,2546
1040,280,2548
1041,281,2549
1042,281,2550
1043,281,2551
1044,281,2552
1045,281,2553
1046,281,2554
1047,281,2555
1048,281,2556
1049,281,2557
1050,281,2558
1051,282,2559
1052,282,2560
1053,282,2561
1054,282,2562
1055,282,2563
1056,282,2564
1057,282,2565
1058,282,2566
1059,282,2567
1060,282,2568
1061,283,2577
1062,283,2578
1063,285,2593
1064,286,2599
1065,286,2601
1066,286,2602
1067,286,2603
1068,286,2604
1069,286,2605
1070,286,2606
1071,287,2611
1072,287,2615
1073,288,2619
1074,289,2624
1075,290,2628
1076,290,2629
1077,290,2630
1078,290,2631
1079,290,2632
1080,290,2633
1081,290,2634
1082,291,2636
1083,291,2637
1084,291,2638
1085,291,2640
1086,291,2641
1087,291,2642
1088,291,2643
1089,291,2644
1090,292,2650
1091,295,2679
1092,295,2680
1093,296,2688
1094,297,2698
1095,297,2700
1096,299,2718
1097,299,2720
1098,299,2721
1099,302,2742
1100,302,2744
1101,302,2751
1102,303,2756
1103,303,2757
1104,303,2761
1105,305,2779
1106,306,2790
1107,307,2792
1108,307,2793
1109,307,2794
1110,307,2795
1111,307,2796
1112,307,2797
1113,307,2798
1114,307,2799
1115,307,2800
1116,307,2801
1117,311,2832
1118,311,2833
1119,311,2834
1120,311,2835
1121,311,2836
1122,311,2837
1123,311,2838
1124,311,2839
1125,311,2840
1126,311,2841
1127,7,19
1128,7,19
1129,7,22
1130,7,21
1131,7,20
1132,7,2852
1133,7,13
1134,7,2147
1135,7,2853
1136,7,15
1137,7,2854
1171,300,981
1172,300,2871
1173,300,787
1174,300,386
1175,300,2872
1176,300,2873
1177,300,2147
1178,300,98
1179,300,230
1180,300,2874
1181,301,787
1182,301,386
1183,301,2872
1184,301,101
1185,301,2852
1186,301,13
1187,301,15
1188,301,210
1189,301,367
1190,301,2875
1191,301,609
1192,301,2876
1193,301,507
1194,301,300
1195,301,900
1196,301,2877
1197,301,1647
1198,301,2878
1199,301,617
1200,301,2879
1201,301,2880
1202,301,1074
1203,301,2881
1204,301,2882
1205,301,2883
1206,301,2081
1207,301,2884
1208,301,661
1209,301,302
1210,301,2885
1211,301,1410
1212,301,615
1213,301,2886
1214,301,73
1215,301,1290
1216,301,331
1217,301,511
1218,301,2887
1219,301,613
1220,301,2888
1221,301,2889
1222,301,2890
1223,301,2891
1224,301,2892
1225,301,2893
1226,301,2894
1227,301,1668
1228,301,2895
1229,301,2896
1230,8,2897
1231,8,2898
1232,8,2899
1233,8,2900
1234,8,2901
1235,8,2902
1236,8,2903
1237,8,2904
1238,8,2905
1239,8,2906
1240,8,2907
1241,8,2908
1242,8,2909
1243,8,2910
1244,8,2225
1245,8,2911
1246,8,2912
1247,8,2913
1248,8,2914
1249,8,2915
1250,8,2916
1251,8,2917
1252,8,2918
1253,8,2919
1254,8,2920
1255,8,2921
1256,8,2922
1257,8,125
1258,8,2923
1259,8,2924
1260,8,2925
1261,8,2926
1262,8,2223
1263,8,2927
1264,8,2928
1265,8,999
1266,8,2929
1267,8,2930
1268,8,2871
1269,8,787
1270,13,26
1271,13,2931
1272,13,2932
1273,13,2933
1274,13,511
1275,13,2934
1276,13,1806
1277,13,2935
1278,13,2936
1279,13,2921
1280,13,2937
1281,13,2938
1282,13,2939
1283,13,2940
1284,13,2941
1285,13,2942
1286,13,2943
1287,13,2632
1288,13,2944
1289,13,2556
1290,13,2945
1291,13,2946
1292,13,2947
1293,13,2948
1294,13,2909
1295,13,2949
1296,13,2950
1297,13,2951
1298,13,2916
1299,13,2952
1300,13,2953
1301,13,2917
1302,13,2954
1303,13,2955
1304,13,2872
1305,13,2852
1306,13,13
1307,13,2147
1308,13,2956
1309,13,609
1310,13,2957
1311,25,2958
1312,25,2959
1313,25,627
1314,25,2092
1315,25,2960
1316,25,2961
1317,25,2962
1318,25,2963
1319,25,2964
1320,25,2965
1321,25,2966
1322,25,1454
1323,25,2967
1324,25,2603
1325,25,2968
1326,25,2969
1327,25,2970
1328,25,2971
1329,25,2972
1330,25,2973
1331,25,2974
1332,25,2975
1333,25,2976
1334,25,2977
1335,25,2978
1336,25,2979
1337,25,2980
1338,25,2981
1339,25,2982
1340,25,2983
1341,25,2984
1342,25,2985
1343,25,2986
1344,25,2916
1345,25,2987
1346,25,2988
1347,25,2989
1348,25,2990
1349,25,2991
1350,25,2992
1351,25,2792
1352,25,2993
1353,66,2994
1354,66,127
1355,66,106
1356,66,2995
1357,66,2996
1358,66,2997
1359,66,2998
1360,66,2999
1361,66,3000
1362,66,3001
1363,66,1395
1364,66,1148
1365,66,3002
1366,66,3003
1367,66,3004
1368,66,3005
1369,66,3006
1370,66,3007
1371,66,3008
1372,66,2968
1373,66,3009
1374,66,3010
1375,66,3011
1376,66,3012
1377,66,3013
1378,66,3014
1379,66,3015
1380,66,3016
1381,66,3017
1382,66,3018
1383,66,3019
1384,66,3020
1385,66,3021
1386,66,3022
1387,66,3023
1388,66,3024
1389,66,3025
1390,66,3026
1391,66,3027
1392,66,3028
1393,66,3029
1394,66,3030
1395,66,3031
1396,66,3032
1397,102,228
1398,102,101
1399,102,230
1400,102,609
1401,102,3033
1402,102,3034
1403,102,3035
1404,102,1647
1405,102,2880
1406,102,3036
1407,102,2081
1408,102,2884
1409,102,73
1410,102,511
1411,102,2893
1412,102,1789
1413,102,1668
1414,102,3037
1415,102,3038
1416,102,3039
1417,102,3040
1418,102,3041
1419,102,2504
1420,102,2917
1421,102,103
1422,102,3042
1423,102,667
1424,102,2461
1425,102,2912
1426,102,3043
1427,102,1081
1428,102,2464
1429,102,335
1430,102,3044
1431,102,3045
1432,102,3046
1433,102,3047
1434,102,2593
1435,102,645
1436,102,238
1437,102,3048
1438,102,3049
1439,102,2933
1440,102,3050
1441,102,3051
1442,102,3052
1443,102,531
1444,120,2872
1445,120,13
1446,120,2147
1447,120,15
1448,120,2956
1449,120,609
1450,120,2081
1451,120,2885
1452,120,3053
1453,120,1410
1454,120,615
1455,120,73
1456,120,511
1457,120,3054
1458,120,2890
1459,120,3055
1460,120,3056
1461,120,3057
1462,120,3058
1463,120,3059
1464,120,3060
1465,120,3061
1466,120,3062
1467,120,3063
1468,120,936
1469,120,3064
1470,120,3041
1471,120,3065
1472,120,3066
1473,120,2461
1474,120,2630
1475,120,3067
1476,120,3068
1477,120,3069
1478,120,581
1479,120,3070
1480,120,2633
1481,120,3071
1482,120,1081
1483,120,3072
1484,120,3073
1485,120,3074
1486,120,2464
1487,120,3075
1488,120,3076
1489,120,335
1490,120,3077
1491,126,3078
1492,126,3079
1493,126,3080
1494,126,3081
1495,126,3059
1496,126,3082
1497,126,2504
1498,126,3083
1499,126,3084
1500,126,3085
1501,126,3086
1502,126,2916
1503,126,3087
1504,126,3088
1505,126,3089
1506,126,3090
1507,126,3091
1508,126,3092
1509,126,3093
1510,126,3094
1511,126,3095
1512,126,3096
1513,126,2032
1514,126,3097
1515,126,3098
1516,126,3099
1517,126,3100
1518,126,3101
1519,126,3102
1520,126,3103
1521,126,3104
1522,126,3105
1523,126,3106
1524,126,3107
1525,126,3108
1526,126,3109
1527,126,2512
1528,126,3110
1529,126,3111
1530,126,3112
1531,126,3113
1532,126,3114
1533,126,3115
1534,156,218
1535,156,2147
1536,156,2957
1537,156,3034
1538,156,1074
1539,156,73
1540,156,511
1541,156,1077
1542,156,3116
1543,156,3056
1544,156,2895
1545,156,3117
1546,156,3041
1547,156,3118
1548,156,2504
1549,156,1509
1550,156,2461
1551,156,3119
1552,156,2630
1553,156,3120
1554,156,3067
1555,156,3068
1556,156,3121
1557,156,3122
1558,156,2633
1559,156,3074
1560,156,2464
1561,156,3123
1562,156,3124
1563,156,3125
1564,156,3126
1565,156,3127
1566,156,3128
1567,156,3129
1568,156,3130
1569,156,3131
1570,156,3132
1571,156,3133
1572,156,127
1573,156,3134
1574,156,2988
1575,156,2916
1576,156,3105
1577,156,3135
1578,156,3136
1579,156,3137
1580,156,3138
1581,156,3139
1582,156,3140
1583,165,787
1584,165,22
1585,165,218
1586,165,13
1587,165,2147
1588,165,2957
1589,165,3034
1590,165,3141
1591,165,3142
1592,165,1074
1593,165,2907
1594,165,3143
1595,165,661
1596,165,2885
1597,165,1410
1598,165,3144
1599,165,73
1600,165,331
1601,165,511
1602,165,1595
1603,165,1128
1604,165,1077
1605,165,3054
1606,165,3116
1607,165,2890
1608,165,3055
1609,165,2893
1610,165,3056
1611,165,2895
1612,165,3145
1613,165,3117
1614,165,3058
1615,165,3146
1616,165,3059
1617,165,3061
1618,165,2958
1619,165,1815
1620,165,3063
1621,165,3147
1622,165,3148
1623,165,3064
1624,165,3041
1625,165,2504
1626,165,3149
1627,165,3065
1628,165,3150
1629,165,667
1630,165,2507
1631,165,3151
1632,165,2461
1633,233,3152
1634,233,2959
1635,233,186
1636,233,1390
1637,233,2087
1638,233,2965
1639,233,3153
1640,233,3154
1641,233,3155
1642,233,3156
1643,233,3157
1644,233,3158
1645,233,3159
1646,233,3160
1647,233,3161
1648,233,3162
1649,233,3163
1650,233,3164
1651,233,3165
1652,233,3166
1653,233,3167
1654,233,2982
1655,233,2984
1656,233,2986
1657,233,3168
1658,233,3169
1659,233,3170
1660,233,3171
1661,233,3172
1662,233,3173
1663,233,3174
1664,233,3175
1665,233,3176
1666,233,3177
1667,233,3178
1668,233,3179
1669,233,3180
1670,233,3181
1671,233,3182
1672,233,3183
1673,233,3184
1674,233,3185
1675,233,3186
1676,233,3187
1677,233,3188
1678,233,3189
1679,271,90
1680,271,53
1681,271,3190
1682,271,300
1683,271,511
1684,271,3065
1685,271,3045
1686,271,2916
1687,271,3191
1688,271,3192
1689,271,3193
1690,271,3194
1691,271,3195
1692,271,472
1693,271,3196
1694,271,3197
1695,271,3198
1696,271,3199
1697,271,1390
1698,271,3200
1699,271,3201
1700,271,3202
1701,271,3203
1702,271,3204
1703,271,3205
1704,271,3206
1705,271,3207
1706,271,3208
1707,271,74
1708,271,3209
1709,271,3210
1710,271,3211
1711,271,1085
1712,271,3212
1713,271,3213
1714,271,3214
1715,271,3215
1716,271,3216
1717,271,2178
1718,271,3217
1719,271,1086
1720,271,1087
1721,271,3218
1722,271,3219
1723,271,3220
1724,271,3221
1725,271,3222
1726,284,2958
1727,284,2504
1728,284,2959
1729,284,184
1730,284,186
1731,284,3198
1732,284,1390
1733,284,107
1734,284,577
1735,284,885
1736,284,357
1737,284,191
1738,284,2960
1739,284,2961
1740,284,2962
1741,284,2963
1742,284,3000
1743,284,3223
1744,284,2178
1745,284,1086
1746,284,3224
1747,284,3225
1748,284,3226
1749,284,3227
1750,284,3228
1751,284,3229
1752,284,3230
1753,284,3231
1754,284,3232
1755,284,3233
1756,284,3234
1757,284,3235
1758,284,3236
1759,284,3154
1760,284,3016
1761,284,3017
1762,284,2605
1763,284,3237
1764,284,3160
1765,284,3238
1766,284,3239
1767,284,3240
1768,284,3241
1769,284,3242
1770,284,3243
1771,284,3034
1772,284,3164
1773,284,2978
1774,284,2979
1775,284,3244
1776,23,90
1777,23,53
1778,23,210
1779,23,3190
1780,23,176
1781,23,3245
1782,23,617
1783,23,3246
1784,23,415
1785,23,3247
1786,23,3248
1787,23,1202
1788,23,3249
1789,23,3250
1790,23,3251
1791,23,3252
1792,23,1815
1793,23,3253
1794,23,3254
1795,23,3255
1796,23,3256
1797,23,3149
1798,23,3257
1799,23,3258
1800,23,3259
1801,23,3260
1802,23,3261
1803,23,3262
1804,23,3263
1805,23,580
1806,23,3264
1807,23,3265
1808,23,3266
1809,23,3267
1810,23,3268
1811,23,3269
1812,23,1842
1813,23,343
1814,23,3270
1815,23,3271
1816,23,3272
1817,23,3273
1818,23,3274
1819,23,3275
1820,23,3276
1821,23,3277
1822,36,3278
1823,36,217
1824,36,235
1825,36,3279
1826,36,3280
1827,36,3281
1828,36,2871
1829,36,1745
1830,36,20
1831,36,3282
1832,36,997
1833,36,277
1834,36,3283
1835,36,3284
1836,36,94
1837,36,3285
1838,36,3286
1839,36,644
1840,36,3287
1841,36,96
1842,36,264
1843,36,2344
1844,36,61
1845,36,3288
1846,36,3289
1847,36,3290
1848,36,3291
1849,36,2875
1850,36,57
1851,36,999
1852,36,3292
1853,36,3293
1854,36,3294
1855,36,214
1856,36,707
1857,36,3295
1858,36,1029
1859,36,3296
1860,36,3297
1861,36,2700
1862,36,3298
1863,36,345
1864,36,3299
1865,36,3300
1866,36,3080
1867,36,270
1868,36,3301
1869,39,22
1870,39,418
1871,39,3302
1872,39,3303
1873,39,3304
1874,39,3305
1875,39,59
1876,39,650
1877,39,809
1878,39,3306
1879,39,3285
1880,39,3286
1881,39,61
1882,39,3307
1883,39,266
1884,39,3308
1885,39,293
1886,39,2404
1887,39,2410
1888,39,790
1889,39,3309
1890,39,167
1891,39,3310
1892,39,176
1893,39,3311
1894,39,2143
1895,39,270
1896,39,3312
1897,39,3313
1898,39,3314
1899,39,3315
1900,39,3316
1901,39,3317
1902,39,3318
1903,39,3319
1904,39,3320
1905,39,3321
1906,39,3322
1907,39,3323
1908,39,3324
1909,39,3325
1910,39,3326
1911,39,3327
1912,39,3328
1913,39,3329
1914,39,3330
1915,39,558
1916,68,418
1917,68,21
1918,68,3282
1919,68,90
1920,68,3305
1921,68,59
1922,68,53
1923,68,3286
1924,68,2854
1925,68,3190
1926,68,3307
1927,68,790
1928,68,3295
1929,68,3331
1930,68,662
1931,68,3314
1932,68,325
1933,68,3332
1934,68,3333
1935,68,169
1936,68,3334
1937,68,3335
1938,68,3336
1939,68,302
1940,68,558
1941,68,332
1942,68,3337
1943,68,992
1944,68,3338
1945,68,1290
1946,68,331
1947,68,3339
1948,68,426
1949,68,3054
1950,68,1447
1951,68,3340
1952,68,3248
1953,68,3341
1954,68,1202
1955,68,3342
1956,68,3343
1957,68,193
1958,68,3344
1959,68,3345
1960,68,3346
1961,68,3061
1962,68,2958
1963,68,3347
1964,68,3348
1965,68,3349
1966,143,173
1967,143,3350
1968,143,1928
1969,143,3351
1970,143,3352
1971,143,650
1972,143,3353
1973,143,2615
1974,143,1017
1975,143,3354
1976,143,3355
1977,143,3356
1978,143,3357
1979,143,3358
1980,143,2916
1981,143,790
1982,143,3359
1983,143,3360
1984,143,3361
1985,143,3362
1986,143,3363
1987,143,3364
1988,143,235
1989,143,3365
1990,143,3280
1991,143,19
1992,143,3281
1993,143,418
1994,143,21
1995,143,259
1996,143,54
1997,143,344
1998,143,3302
